stop_id,stop_name,zone_id,stop_lat,stop_lon,stop_desc
tbrwca0O,Kachiguda Depot,Kachiguda Depot,17.3864067647,78.4982247839,KACHIGUDA BUS DEPOT
AMDPVwrq,Chadarghat,Chadarghat,17.382243375492738,78.49324956602909,CHADARGHAT twd Kachiguda
jsxZiMqX,Extension,Extension,17.329920066002824,78.40938089193266,BUDWEL EXTENSION twd Rajendra Nagar
ASEPtNq8,Telephone Bhavan,Telephone Bhavan,17.407122137213587,78.46616058810464,TELEPHONE Bhavan
xWvdaTS4,Nayapul,Nayapul,17.371368,78.477861,NAYAPOOL SALARJUNG Museum twd CBS
bAX3mHHp,Kuntloor,Kuntloor,17.34,78.626,KUNTLOOR twd Hayathnagar
EfxH0lPA,Mother Dairy,Mother Dairy,17.335865611125644,78.61415415752397,MOTHERDAIRY twd Hayathnagar
DXPzJ9AH,Yadagiri Theater,Yadagiri Theater,17.346342606279627,78.50822562908397,YADAGIRI THEATER twd Midhani
SShmjMxs,Drdo Township,Drdo Township,17.32689980834771,78.51278015039361,BDL FACTORY twd Badangpet
9sENfyoW,Dhatunagar Kanchanbagh,Dhatunagar Kanchanbagh,17.325138084784864,78.51431457022397,DHATU Nagar Twd BDG
wwgHNAcs,Midhani Township,Midhani Township,17.323826720691038,78.51541423192766,MIDHANI Township twd Bandlaguda
qlPqIO3z,Balapur X Rds,Balapur X Rds,17.3191328399166,78.51961966719655,BALAPUR X ROAD twd Badangpet
zilTX2l3,Lenin Nagar,Lenin Nagar,17.31598202071025,78.52264655200874,LENIN Nagar twd Bandlaguda
FrTvHO6q,Udyog Nagar,Udyog Nagar,17.313,78.523,UDYOG Nagar twd Bandlaguda
z8abhQJs,Gandhi Nagar Badangpet,Gandhi Nagar Badangpet,17.293988604360347,78.53485468284194,GANDHI NAGAR Hyd twd Naderguel
Y5gq5Ixd,Sri Nilaya Township,Sri Nilaya Township,17.2890305628669,78.53620643831913,SRI NILAYA TOWNSHIP twd Nadergul
TkExXTEm,Mvsr College,Mvsr College,17.281915833564565,78.53739729599576,MVSR Engineering College twd Nadergul
NoyXYOn6,Nadargul,Nadargul,17.274,78.539,NADARGUL twd Adibatla
sm0nu3zr,Pasumamula,Pasumamula,17.35067413241651,78.64891292444483,PASUMAMULA twd Hayathnagar
755DZcV8,Kuntloor Y Junction,Kuntloor Y Junction,17.345195441703307,78.63185137751407,Y JUNCTION twd Haytnagar
myzjFCj3,Bacharam,Bacharam,17.395,78.69,BACHARAM Village
C1G51OCr,Bacharam X Rds,Bacharam X Rds,17.372,78.687,BACHARAM X ROAD twd Hayathnagar
P9Yge8Ha,Gowrelly,Gowrelly,17.367,78.673,GOWRELLY X ROAD twd Tarmathipet
Sy8pzSx4,Tharamathipet,Tharamathipet,17.35636667976005,78.67728262977529,TARAMATHIPET twd Hayatnagar
ubcOUm5H,Mile Stone,Mile Stone,17.35508788375941,78.67206573565238,TARAMATHIPET X Road twd Hayatnagar
eqAssT0D,Kachiguda Depot,Kachiguda Depot,17.386810386147495,78.49883624571497,KACHEGUDA Bus Depot twd koti
BPKTUW3L,Khairatabad Metro Station,Khairatabad Metro Station,17.414165437048904,78.45863971461557,KHAIRATABAD twd Patancheruvu
FasnykLX,Mythrivanam,Mythrivanam,17.440045544433556,78.4423641399989,MAITRIVANAM twd Patancheruvu
iRgXa7Ff,Kukatpally Village,Kukatpally Village,17.483853963508036,78.41241718136001,KUKATPALLY twd Patancheruvu
UJBloCiO,Nizampet X Road,Nizampet X Road,17.498276,78.390314,NIZAMPET X ROAD twd Patancheruvu
UGAn2AmQ,Chanda Nagar,Chanda Nagar,17.494893,78.323144,CHANDANAGAR twd Patancheruvu
gyZqpCtW,Minerva,Minerva,17.44102552128307,78.49307924664633,MINERVA twd Secunderabad
7EnIzbEJ,Laskarguda,Laskarguda,17.298,78.691,LASHKARGUDA VILLAGE twd Anajpur
DSUFpHmT,Surmaiguda,Surmaiguda,17.292769533843,78.69027256518493,SURMAIGUDA VILLAGE twd Anajpur
JBTKsF6k,Majeedpur,Majeedpur,17.287698852736238,78.69373792825682,MAJEEDPUR X ROAD twd Majeedpur
HsxwV66P,Anajpur,Anajpur,17.27014973526637,78.69371651030924,ANAJPUR VILLAGE twd Sanghinagar
EmrlCE2d,Majeedpur,Majeedpur,17.28767832359417,78.69345897389874,MAJEEDPUR X ROAD twd Abdullapur mettu
q2fHi9dQ,Surmaiguda,Surmaiguda,17.292739055963917,78.69021892188141,SURMAIGUDA VILLAGE twd Abdullapurmet
HUK4iP4B,Laskarguda,Laskarguda,17.296938769738286,78.69102895104274,LASHKARGUDA VILLAGE twd Abdullapurmet
V7kdAGRo,Anajpur Pati,Anajpur Pati,17.266985559113035,78.69741864493649,ANAJPUR Pati
UBnpQRqJ,Gandimaisamma,Gandimaisamma,17.57506285953001,78.42333907402804,GANDIMAISAMMA twd Jeedimetla
GAstXCkZ,Bahadur Pally X Road,Bahadur Pally X Road,17.55997035277117,78.4310880413114,BAHADURPALLY X Road twd Jeedimetla
CM04iqbe,Suraram X Road,Suraram X Road,17.541284,78.433879,SURARAM X Road twd Secunderabad
12LvRz4y,Sai Baba Nagar,Sai Baba Nagar,17.535778,78.434947,SAI BABA Nagar twd Secunderabad
P3E8zTnC,Jeedimetla,Jeedimetla,17.52668,78.440339,JEEDEMETLA twd Secunderabad
QCerdw5u,Sub Station-Jeedimetla,Sub Station-Jeedimetla,17.522705,78.443744,JEEDIMETLA Sub Station twd Secunderabad
8i4V23bl,Rythu Bazar,Rythu Bazar,17.51763312257674,78.4467548113273,RAITH BAZAR twd Secunderabad
IhCYXkvc,Shapur Nagar,Shapur Nagar,17.51331290617655,78.4474763274193,SHAHPUR Nagar twd Secunderabad
CBCRWwzJ,Gajularam X Road,Gajularam X Road,17.509412,78.448168,GAJULARAMARAM X Road twd Secunderabad
ICyggC8Y,Chintal,Chintal,17.495457,78.452336,CHINTAL twd Balnagar
P4ygyI2C,Ganesh Nagar Chintal,Ganesh Nagar Chintal,17.491376,78.45136,GANESH NAGAR twd Secunderabad
1dbVPVSh,Idpl Colony,Idpl Colony,17.487432996161004,78.45032751653562,IDPL Colony twd Secundrabad
fsopSgWz,Idpl Water Tank,Idpl Water Tank,17.481157366655744,78.44912856438341,IDPL Water Tank twd Balanagar
pA8QrbqG,Balnagar,Balnagar,17.46697098901906,78.44626128673555,BALANAGAR twd Secunderabad
doMjm67z,Balnagar,Balnagar,17.467078,78.445087,BALANAGAR twd Patancheru
wzqS7LeU,Prashanth Nagar Bus Station,Prashanth Nagar Bus Station,17.473781884192416,78.42697620038051,PRASHANTH NAGAR  twd Patancheru
sJOTK4tF,Telangana High Court,Telangana High Court,17.368538155387,78.47386658191681,HIGHCOURT Madina twd Aramghar
kp2atLnL,Lb Nagar,Lb Nagar,17.343705326099684,78.55552911758424,LB Nagar (District stop) twd Vijayawada
stX5GY7u,Bairagiguda,Bairagiguda,17.370299365064906,78.37494135089655,BAIRAGIGUDA
NzjS8nRO,Mettuguda,Mettuguda,17.436598674132,78.5198795422911,METTUGUDA twd Malkajgiri
NhDTN8qE,New Bridge,New Bridge,17.439543,78.525307,NEW BRIDGE twd Malkajgiri
AbClhnuJ,Mirjalguda,Mirjalguda,17.4422593237835,78.5324822366237,MIRJALGUDA twd Malkajgiri
tXWC6LQl,Sairam Theatre Malkajgiri,Sairam Theatre Malkajgiri,17.446174061666664,78.5355479997386,SAI RAM Theatre twd ECIL
gpJuB97d,Malkajgiri,Malkajgiri,17.450012253257448,78.5357143022003,MALKAJGIRI twd ECIL
wyBRy0MM,Anutex,Anutex,17.450296267998443,78.53239238262178,ANUTEX twd ECIL
hBswGvlT,Vani Nagar Malkajgiri,Vani Nagar Malkajgiri,17.452,78.533,VANI NAGAR twd ECIL
ZVuLmrGb,Rk Nagar,Rk Nagar,17.455334549386095,78.53547689529513,RK Nagar twd ECIL
2LxQkU4U,Anand Bagh X Roads,Anand Bagh X Roads,17.458849928192937,78.53639958774858,ANANDBAGH twd ECIL
Q2jWEkmH,Safilguda,Safilguda,17.46107347558432,78.53560555638327,SAFILGUDA twd ECIL
Hy5djRkO,Krupa Complex Bus Stop Hyd_D,Krupa Complex Bus Stop Hyd_D,17.4651256379376,78.53857554495329,KRUPA COMPLEX twd Ecil
w2XsDVM9,Vinayak Nagar X Rd Safilguda,Vinayak Nagar X Rd Safilguda,17.469278785766658,78.53903353231463,VINAYAK NAGAR twd Secunderabad
T4ybBfzI,Neredmet,Neredmet,17.474,78.538,NEREDMET OLD PS BUS STOP twd Chennapur NTR Statue
dVYcUk3V,Vajpayee Nagar,Vajpayee Nagar,17.477870062668078,78.53738129151849,VAJPAI NAGAR twd ECIL
vNMI3dhZ,Neredmet X Road,Neredmet X Road,17.482193942012337,78.53728909045459,NEREDMET X ROAD twd ECIL
o1qcYgnv,Vayupuri Sainikpuri,Vayupuri Sainikpuri,17.483529,78.544791,VAYUPURI twd ECIL
Yqp7S1zK,Sainikpuri,Sainikpuri,17.48371422,78.55002422,SAINIKPURI X ROAD twd ECIL
WutKAu9W,Sharada Theater,Sharada Theater,17.481609060960427,78.55461718166062,SHARADA twd Ecil
5FCbpmQ6,As Rao Nagar,As Rao Nagar,17.479608,78.558052,AS RAO Nagar twd ECIL
joS2DGW3,Radhika,Radhika,17.4775041444904,78.56307021771049,RADHIKA twd ECIL
ePjbJqHk,"Kamla Nagar, As Rao Nagar","Kamla Nagar, As Rao Nagar",17.476368214917837,78.56751591138323,KAMLA Nagar twd ECIL
GSJmBdtr,City College,City College,17.36789,78.467936,CITY COLLEGE twd Aramghar
TFm5YU6p,Police Quarters Puranapool,Police Quarters Puranapool,17.36724955511988,78.46295502036811,POLICE QUARTERS twd Aramghar
WcoWHTHU,Puranapool,Puranapool,17.36491904,78.45708534,PURANAPOOL twd Nagarkurnool
hdo2SrbW,Bahadurpura,Bahadurpura,17.356,78.455,BAHADURPURA twd Aramghar
FmUchy2Z,Lb Nagar,Lb Nagar,17.343705326099684,78.55552911758424,LB Nagar (District stop) twd Narketpally
0UU4xkjZ,Brilliant Engg College,Brilliant Engg College,17.308324429344953,78.70123209161318,BRILLIANT ENGG COLLEGE twd Choutuppal
aYQr0kfY,Batasingaram Village,Batasingaram Village,17.301687053699922,78.72640190174954,BATASINGARAM VILLAGE twd Kothagudem
Sg6jvF4D,Netaji Institute Of Engineering And Technology,Netaji Institute Of Engineering And Technology,17.307,78.767,NETAJI Institute Of Engineering And Technology twd PCPL
wogU2xCY,Narayanagiri  X Road,Narayanagiri  X Road,17.328,78.785,NARAYANAGIRI X Rd
mgMNI6Rp,Jalalpur,Jalalpur,17.332,78.801,JALALPUR twd PCPL
Lklu3I5q,Pochampally,Pochampally,17.34851364254166,78.82081295306055,BHOODHAN Pochampally twd Bibinagar
KBNcnnNc,Amberpet,Amberpet,17.391209892839633,78.51627230644227,AMBERPET twd Secunderabad
GRtmMlIG,Gayatri Nagar,Gayatri Nagar,17.3338019776293,78.53206515206983,GAYATRI NAGAR Bus Stop
k2jPxrLa,Revan Palle,Revan Palle,17.357,78.831,REVAN Palle
1bLFQ7uG,Gouse Konda,Gouse Konda,17.375,78.834,GOUSEKOND
LntxNwkd,Rajendranagar,Rajendranagar,17.32201353135999,78.40169370016595,RAJENDRA Nagar twd Dairy Farm
LTnmMvR6,Rajendranagar,Rajendranagar,17.329843252452157,78.40913413586011,RAJENDRA NAGAR EXTENSION twd Dairy Farm
d8khXuWv,Budvel,Budvel,17.333110669133223,78.4094935655594,BUDVEL twd DairyFarm
wobPN83B,Mm Pahadi,Mm Pahadi,17.351,78.429,MM Pahadi
Gj4rlykl,Pahadi 9 Number,Pahadi 9 Number,17.355942955150237,78.4342610836029,9 No
GkAA1KAn,Bahadurpura,Bahadurpura,17.356413371201256,78.45452282419464,BAHADURPURA twd CBS
O1snihtt,Puranapool,Puranapool,17.3666242911331,78.4582168981432,PURANA Pool twd Hyderabad
VaCQ6ogT,Police Quarters Puranapool,Police Quarters Puranapool,17.36735046670432,78.46306800842287,POLICE QUARTERS twd Afzalgunj
MZBRlGER,City College,City College,17.368055611327488,78.46814543008806,CITY COLLEGE twd CBS
5FN1VMfK,Jalwa Hotel,Jalwa Hotel,17.358195927236597,78.44830511226846,JALWA HOTEL twd Kishan Bagh
w6O0ksoC,Kishanbagh,Kishanbagh,17.35907651430377,78.4431016398485,KISHANBAGH twd Rajendranagar
YM8Ly8sq,Ram Bagh,Ram Bagh,17.36155449630603,78.43581143199782,NANDIMUSLAY twd Rajendranagar
tQHAYvr2,Chintalmet,Chintalmet,17.3520696062027,78.4220886171441,CHINTALMET twd Aramghar
VDiNAleU,Dairy Farm Upperpally,Dairy Farm Upperpally,17.345018740917144,78.41561235487461,DAIRY Farm twd Rajendranagar
9afmQNBK,Jalalpur,Jalalpur,17.33199432679553,78.80100857649762,JALALPUR twd MGBS
y1H3hSwq,Narayanagiri  X Road,Narayanagiri  X Road,17.327863001684143,78.78502294900602,NARAYANAGIRI X Rd twd Dilsukhnagar
syOADYRI,Netaji Institute Of Engineering And Technology,Netaji Institute Of Engineering And Technology,17.30672114302922,78.76707898254053,NETAJI Institute Of Engineering And Technology twd MGBS
7bRgaCv2,Bata Singaram,Bata Singaram,17.301589687326484,78.72656282495545,BATASINGARAM VILLAGE twd Abdullapur Met
pEO8eLRF,Brilliant Engg College,Brilliant Engg College,17.308,78.701,BRILLIANT COLLEGE twd L B nagar
GZbBPEBn,Sahara Estate,Sahara Estate,17.347843161185242,78.5692395886082,SAHARA ESTATES
al3vmX3N,Nppti,Nppti,17.336807796198393,78.41185927391055,NPPTI
vfnAXqAg,Ag College,Ag College,17.3145603362813,78.424698331455,AG College twd Mehdipatnam
3y1ViY7J,Koti,Koti,17.38467000545223,78.48439474098421,KOTI Bus Terminal
65xHYVX2,Nagarjuna Circle,Nagarjuna Circle,17.4271046887206,78.44481289200051,SULTHAN COLLEGE twd Jublee hills check post
fgg0IQHr,Tv9 Office,Tv9 Office,17.426853894104795,78.43971669673921,TV9 Headoffice twd RGIA
2mWGJyjR,Lv Prasad Eye Hospital,Lv Prasad Eye Hospital,17.4235,78.4274,LV Prasad twd Kbr Park
YjH8S4NX,Annapurna Studio,Annapurna Studio,17.423478147617466,78.42495649729067,ANNAPURNA STUDIO twd Jublee hills check post
KUmRnItI,Jubilee Hills Checkpost,Jubilee Hills Checkpost,17.42761122178455,78.41419810027435,JUBILEE HILLS CHECKPOST twd Madhapur
55C1Tg1j,Ushakiran Movies,Ushakiran Movies,17.42996559965487,78.41087759978637,USHA KIRAN MOVIES twd Peddamma temple
XhtuWNK7,Peddamma Temple,Peddamma Temple,17.43178261319136,78.40686500487101,PEDDAMMA Temple twd Madhapur
7MFTYaN6,Kondapur,Kondapur,17.464,78.367,KONDAPUR twd Hafizpet
UZLVMJZP,Cr Foundation Rd,Cr Foundation Rd,17.473514,78.364022,CR Foundation twd Hafizpet
KygDhDqC,Hafeezpet,Hafeezpet,17.478294457667268,78.3617451051432,HAFEEZPET twd Allwin x road
TW2rdSwj,Allwyn X Road,Allwyn X Road,17.491963547858898,78.35304111255302,ALLWYN X RD twd Hafeezpet
j99JCHUS,Hafeezpet,Hafeezpet,17.4795124796214,78.36128352752179,HAFEEZPET twd Kondapur
5LwOZkFg,Cr Foundation Rd,Cr Foundation Rd,17.473431,78.364314,CR FOUNDATION twd Gachibowli
Zwyl6fdB,Peddamma Temple,Peddamma Temple,17.43159834633586,78.40720025612069,PEDDAMMA TEMPLE twd Koti
RmEz87YD,Ushakiran Movies,Ushakiran Movies,17.430165455368805,78.41104923840241,USHAKIRAN Movies twd Koti
h2hMOYiv,Jubilee Hills Checkpost,Jubilee Hills Checkpost,17.427713779418717,78.41647798512466,JUBLEE HILLS CHECK POST twd Secunderabad
q4cCb1IV,Jubilee Hills Checkpost,Jubilee Hills Checkpost,17.4261354453542,78.4182814084813,JUBLIE Hills Check Post twd Lv prasad
tquaarUN,Annapurna Studio,Annapurna Studio,17.42368170511685,78.42489614303223,ANNAPURNA STUDIO twd Koti
dXemqBWm,Lv Prasad Eye Hospital,Lv Prasad Eye Hospital,17.424,78.428,LV Prasad EYE Hospital twd Punjagutta
1mxfl1ME,Tv9 Office,Tv9 Office,17.426567334517344,78.43837020634331,TV9 twd Punjagutta
y6Kh51iI,Nagarjuna Circle,Nagarjuna Circle,17.427253131546497,78.44500623135492,SULTHAN COLLEGE twd Koti
p8REFkwK,Maithrivanam,Maithrivanam,17.437045451857323,78.44278514385226,MAITHRIVANAM twd Yousufguda
FkZHuszf,State Home,State Home,17.436445146606115,78.43953699038227,STATE Home twd Kondapur
ZhXCxXmg,Yousufguda Basti,Yousufguda Basti,17.436488655496408,78.43367367281407,YOUSUFGUDA Basthi twd Kondapur
Gn0cvdob,Yousufguda Check Post,Yousufguda Check Post,17.43645972430384,78.42808905465697,YOUSUFGUDA CHECK POST twd Kondapur
Uzl4lfDY,Mothinagar X Road,Mothinagar X Road,17.4540953575907,78.4222595393657,MOTINAGAR X ROAD twd Borabanda
Km6BXdHU,Borabanda,Borabanda,17.45417275866018,78.41627687215805,BORABANDA Bus Station
AIKHLZLb,Mothinagar X Road,Mothinagar X Road,17.4542891800416,78.4223168715834,MOTHINAGAR X ROAD twd Erragadda
D9QGYrqD,Yousufguda Basti,Yousufguda Basti,17.43678,78.432168,YOUSUFGUDA Basti  twd Secunderabad
FOye99Qm,Srinagar Colony,Srinagar Colony,17.430231751650126,78.43897371964728,SRINAGAR Colony twd Punjagutta
3Wth2CAI,Osman Nagar,Osman Nagar,17.4418547366987,78.2720839975511,OSMAN NAGAR twd Kollur
Dd51Cr9K,Kollur Double Bed Room,Kollur Double Bed Room,17.434328863253885,78.25696036219598,KOLLUR Double Bedroom twd Kollur
qogLRr9i,Darga,Darga,17.415491506565804,78.39420498382064,DARGA twd Filmnagar
9VtkSrB1,Railway Bridge Twd Lalitabagh,Railway Bridge Twd Lalitabagh,17.345341464803084,78.486955120864,RAILWAY BRIDGE twd Lalitabagh
QUMWwuD6,Care Hospital-Gachibowli,Care Hospital-Gachibowli,17.4309201738183,78.3723289049176,"CARE HOSPITAL, GACHIBOWLI twd RGIA"
6DU6OUtP,Aramghar,Aramghar,17.322197894279398,78.43161371324524,ARAMGHAR X ROADS twd LB Nagar
ZCUbEEKX,Sathamrai,Sathamrai,17.2748023376265,78.4008902430022,SATHAMRAI twd Mehdipatnam
uDEafHkm,Gagan Pahad,Gagan Pahad,17.2929197998045,78.4171591188256,GAGANPAHAD twd Mehdipatnam
FdzfzCbn,Medipally,Medipally,17.410034745305833,78.60356211662294,MEDIPALLY twd JBS
hCkrCbOE,Uppal Depot,Uppal Depot,17.405392053733866,78.58949526988873,UPPAL DEPOT twd Secunderabad
wzVG2qnT,Ramanthapur,Ramanthapur,17.397217163736546,78.53158235549928,RAMANTHAPUR Colony  twd Koti
NtsTwkjS,Tilak Nagar,Tilak Nagar,17.394112453286166,78.50860926763069,TILAKNAGAR twd Mehdipatnam
u7Fc9ErH,Barkatpura,Barkatpura,17.395,78.498,BARKATPURA twd Narayanguda
BZjon0sG,Narayanaguda,Narayanaguda,17.400257837481607,78.49007114768028,NARAYANGUDA twd Mehdipatnam
7n1855W7,Himayath Nagar,Himayath Nagar,17.402475603400166,78.4832797959498,HIMAYATHNAGAR twd Mehdipatnam
wuszFLRB,In Bar,In Bar,17.405225698148367,78.48002493381503,INBAR twd Lakdikapul
QwXoY0uV,Liberty,Liberty,17.40641195497385,78.47793145699887,LIBERTY twd Uppal
pQXuSRxs,In Bar,In Bar,17.405346310120475,78.48002762022473,INBAR twd Fever Hospital
R2f0UX4v,Himayath Nagar,Himayath Nagar,17.403382949943925,78.48251936509604,HIMAYAT NAGAR twd Uppal
Yq3JPEYJ,Narayanaguda,Narayanaguda,17.400174654739622,78.49059686064722,NARAYANA Guda twd Uppal
NIknWgGq,Ali Cafe,Ali Cafe,17.38251984859237,78.51804793565577,ALI CAFE twd Uppal
Fuvttp0V,Boduppal Kaman,Boduppal Kaman,17.404896,78.587278,BODUPPAL twd Yadagirigutta
hwwH4jUc,Uppal Depot,Uppal Depot,17.405457039268985,78.58914995844997,UPPAL DEPOT twd Medipally
Q7014tR9,Medipally,Medipally,17.41,78.603,MEDIPALLY twd Ghatkesar
IOGs7PmE,Katedan,Katedan,17.31212018146879,78.43849892405991,KATEDHAN twd Aramghar
Ncgu6OoP,Aramghar,Aramghar,17.3226536775149,78.43287437951963,ARAMGHAR twd MGBS
LtgvwYh2,National Police Academy,National Police Academy,17.3325064121674,78.4391131997108,NATIONAL Police Academy twd Hyderabad
TYww7xzS,Hasan Nagar,Hasan Nagar,17.334870304513988,78.4417793095125,HASAN Nagar twd Bahadurpura
DL2nBeP5,Danamma Jhopdi,Danamma Jhopdi,17.336885955231267,78.44939074833074,DANAMA JHOPDI twd Bahadurpura
we1t6UcD,Miralam Tank,Miralam Tank,17.34096840474753,78.45040806083348,MIR Alam Tank Filter Beds twd Hyderabad
sLmnrMSX,Tadbund,Tadbund,17.345298121307625,78.45073520839281,TADBUND twd Bahadurpura
A5AwwQHd,Zoo Park,Zoo Park,17.352375,78.45267,NEHRU ZOOLOGICAL PARK KISHAN BAGH twd Hyderabad
PBbH3tM0,Katedan,Katedan,17.311904117652308,78.43841317723063,KATEDHAN twd Sriram Nagar
xVZAdWOQ,Yadagiri Theater,Yadagiri Theater,17.3467825856708,78.50819344976347,YADAGIRI THEATER twd Koti
pcfz4AiZ,Kongara Kalan Village,Kongara Kalan Village,17.199939267029894,78.55056440762014,KONGARA Kalan twd Yeliminedu
72nVMcAa,Wonderla,Wonderla,17.21253235105455,78.52659346913549,WONDER LA X ROD twd Bongloor
9Wj6lb1G,Wonderla,Wonderla,17.216850916932636,78.52769767209153,WONDERLA
12saOR5x,Rr Collectorate,Rr Collectorate,17.189359335918773,78.53086986798688,RR COLLECTORATE-K.Kalan
7giWF6ge,Kurmalguda-Nadargul,Kurmalguda-Nadargul,17.267194048073467,78.51905912160875,KURMALGUDA twd Indra Nagar
XxKLTyzD,Mile Stone,Mile Stone,17.272,78.508,INDRANAGAR
7qtgR7Vl,Kurmalguda-Nadargul,Kurmalguda-Nadargul,17.26720423042954,78.51915031671525,KURMALGUDA twd Midhani
7JQGY8aq,Pahadi Shareef,Pahadi Shareef,17.271701796826175,78.4734293925826,PAHADI Sharif
4lZ1ReBK,Hyder Nagar,Hyder Nagar,17.49954,78.383844,HYDERNAGAR twd Koti
SBpjAyzx,Mangalpalle-Ibrahimpatnam,Mangalpalle-Ibrahimpatnam,17.20893515316952,78.595070241742,MANGALPALLE twd Ibrahimpatnam
fP96Ktrp,Mile Stone,Mile Stone,17.186761130107094,78.64904165267946,IBRAHIMPATNAM Bus Depot
pogVY7SA,Hydershakoti,Hydershakoti,17.368686608472714,78.39505791664125,HYDERSHAKOTE twd Mehdipatnam
IEmm4huz,Boats Club,Boats Club,17.428567,78.488812,BOATS Club twd Koti
xTxCnGuv,Dandumailaram,Dandumailaram,17.231001482383697,78.76091392879835,DANDUMAILARAM twd Choutupal
9FFAPE8x,Narrepalle,Narrepalle,17.2597817261462,78.73451823959105,NARREEPALLE twd Polkampally
0481ggli,Pahadi Shareef,Pahadi Shareef,17.272412218245556,78.47312726001837,PAHADI Shareef twd Mamidipalli
EfDqrG4w,Omer Colony,Omer Colony,17.269138020025608,78.46621423832754,OMER Colony
SAwLUJiF,Mamidipally,Mamidipally,17.249350751469827,78.45098735252179,MAMIDIPALLY twd Shamshabad
lOzqzi2E,Sri Sai Dharmagiri Kshetram,Sri Sai Dharmagiri Kshetram,17.259246024506293,78.41821342895183,SRI SAI TEMPLE Dharmagiri twd Shamshabad
3IjVrdPo,Rgi Airport,Rgi Airport,17.240784840851973,78.42925068841245,RGI AIRPORT
fKjLfk9G,Chintapatla,Chintapatla,17.009512167206164,78.68664890527727,CHINTHAPATLA X Road twd Chinthapatla
ULoD3Z9g,Thammaloniguda X Road,Thammaloniguda X Road,16.986794939260527,78.71117100119592,THAMMALONIGUDA X RAOD twd Mall
46ERbs1N,Mall Bs,Mall Bs,16.967384425889364,78.7297171354294,MALL twd Devanakonda
LOnsDDDd,Cherlapatelguda X Road,Cherlapatelguda X Road,17.180483202895026,78.63693952560426,CHERLAPATELGUDA X ROAD twd Veliminedu
BoJqNEvb,Rajamahendra College,Rajamahendra College,17.174958157227692,78.63586662706234,RAJAMAHENDRA COLLEGE twd Cherlapatelguda
H5g5Piv2,Cherlapatelguda,Cherlapatelguda,17.167951855231742,78.63382279872896,CHERLAPATELGUDA VILLAGE twd Kappad
9UirTnPr,Yeliminedu,Yeliminedu,17.14404032208543,78.59487173763307,YELIMINEDU twd Madapuram
Ea0iAjDN,Timmapur X Roads,Timmapur X Roads,17.143,78.589,THIMMAPUR X ROAD twd Madapuram
IobWZ0kF,Madhapur-Kandukur,Madhapur-Kandukur,17.128179638819233,78.58152508542771,MADHAPUR twd Gumadavely
4C1MiLTY,Middle Tank Band,Middle Tank Band,17.42345794579015,78.48591774702074,MIDDLE TANK BUND twd Mehdipatnam
w6P4lO4H,Pahadi Shareef,Pahadi Shareef,17.27239468074859,78.47308739162686,PAHADI Shareef twd Charminar
Z2OYHC3k,Middle Tank Band,Middle Tank Band,17.42226794022787,78.48501920700075,MIDDLE TANK BAND twd Secundrabad
7jgUzTnU,Madhapur-Kandukur,Madhapur-Kandukur,17.12833343366185,78.58140169916624,MADHAPUR twd Ibrahimpatnam
9bEpBrTN,Timmapur X Roads,Timmapur X Roads,17.142889539480393,78.58937323093416,THIMMAPUR X ROAD twd Ibrahimpatnam
w240eneK,Yeliminedu,Yeliminedu,17.144060825812947,78.59475373288305,YELIMINEDU twd Ibrahimpatnam
PnphYJMt,Begumpet-Kandukur,Begumpet-Kandukur,17.108051923052965,78.55358183383943,BEGUMPET twd Gummadavelly
n2x8pfPj,Jp Dargha,Jp Dargha,17.06764640376279,78.30214351380563,JP DARGHA twd Afzalgunj
s23jTZo2,Inmul Narwa,Inmul Narwa,17.08429414167132,78.29920922148646,INMUL NARVA twd Afzalgunj
hZ8RpBFl,Satyahousing-Kothur,Satyahousing-Kothur,17.102983767684805,78.29595297643517,SATYAHOUSING twd Afzalgunj
51i3b5Ai,Mekaguda-Kothur,Mekaguda-Kothur,17.10773405554428,78.29480771987708,MEKAGUDA twd Afzalgunj
9DAeaCCH,Rangapur-Kothur,Rangapur-Kothur,17.121007605937766,78.29173396193586,RANGAPUR twd Afzalgunj
VHv8XPql,Natco,Natco,17.136015320348186,78.28570151029045,NATCO twd Afzalgunj
WCJaqJRx,Kothur-Shadnagar,Kothur-Shadnagar,17.15,78.29,KOTHUR twd Hyderabad
bBLbIL6H,Thimmapur-Kothur,Thimmapur-Kothur,17.1680005614305,78.29830131319314,TIMMAPUR twd Afzalgunj
EYOccjEX,Palmakole,Palmakole,17.185573447947046,78.30595756292306,PALMAKULA twd Afzalgunj
qdx4cCDM,Madanpally,Madanpally,17.198960615940948,78.3223941922188,MADANAPALLY twd Afzalgunj
0S8B6btL,Peddashapur,Peddashapur,17.219,78.342,PEDDA SHAPOOR twd Shamshabad
Sf8dZ8yk,Gansimiya-Guda,Gansimiya-Guda,17.225926452799165,78.3471322330354,GHASMIYAGUDA twd Afzalgunj
rWIOODFe,Gandiguda,Gandiguda,17.23,78.352,GANDIGUDA twd Shamshabad
wnb2jyRf,Kishanguda,Kishanguda,17.25307542446084,78.37903439718579,KISHANGUDA SHM twd Afzalgunj
TqbzRh9L,Afzalgunj,Afzalgunj,17.374,78.476,AFZALGUNJ twd Koti
v69ltsCr,Guvvaleti X Roads,Guvvaleti X Roads,17.377359399250413,78.7335258726689,GUVVALETI X Road twd Pillaipally
